text,label
"Gubernur yang mau ikut kemah di IKN sama saja gubernur yang menyakiti hati rakyat. 
Yang sedang sangat susah secara ekonomi..
Betapa susahnya mencari pekerjaan. Dan yang usaha sudah bangkrut serta  ketidak pastian pendapatan.",positive
"Pa Presiden Jokowi yg terhormat. 
saya mau memberikan suatu usul tentang IKN ini yaitu, jangan dinamakan atau disebut Istana Presiden, sbb Istana adalah tempat seorang Raja atau Sultan, bkn seorang Presiden, namakan saja Gedung Ibu Kota Negara Nusantara.",positive
"Maknabya spy jika ada korbn gusuran di Ikn,  ada yg menyesikan dan bangkit kembali yg lbh baik..",positive
"Jangan gitu dong.
Saya warga Jakarta lho

IKN pindah saya kan tetap warga Jakarta

Jakarta jadi lebih longgar

Air tanah lebih aman

Demonstrasi, unjuk rasa dan aksi² (di jalanan dan di Monas) akan lenyap  bisnis di Jakarta bakal makin mantap",positive
Sejarah mencatat IKN Nusantara,positive
"Untuk negeri dan mimpi bangsamu

#IbukotaNegara
#IKN #SemangatNusantara",positive
"Make sense aja beberapa —oligarki menginginkan Jokowi tambah periode / masa jabatan, yakali kan misal IKN udah jadi, Presidennya dah keburu ganti, ditambah apalagi ""sosok yang terpilih"" nanti dari golongan ""rival pendukung presiden"" hari ini 

Yok, semangat IKN, 2 tahun lagi",positive
Dananya bisa buat IKN,positive
"..buat jimat di IKN...moga ritual yg mereka"" lakukan ini investor asing bisa tertarik sebanyak""nya..asal jangan aseng aja dah!",positive
Setuju pak presiden... sy juga mau ikut ke IKN,positive
"Segenap rakyat yang pro kinerja pemerintahan saat ini sllu mengedepankan visi d masa depan & harapan baik utk regenerasi.

Optimis ""Putra mahkota Saudi arabia"" andil (inves) di IKN Nusantara.

Utk Indonesia maju, knp tdk.

_SOAL SELERA",positive
Sotoy gini nih… Pak Jokowi melihat persemaian Mentawir tmpt produksi bibit pohon hutan hujan di IKN. Otak lu cm sedengkul,positive
"Itu bermakna simbolis, penyatuan tanah dan air dari seluruh daerah untuk pembangunan IKN. Sekaligus juga melestarikan adat dan budaya. Seperti org mau pindah rumah, kita bawa tanah dan air dari rumah lama untuk ditaruh di rumah baru, dgn mksd tujuan betah dan selamat.",positive
"mantap pak ganjar, ini bukan percaya tahayul, musrik apa gimana, tapi hanya simbolik sebagai wujud penyatuan tanah air seluruh indonesia yg pemerintahannya akan berada di bawah kendali satu tempat(IKN). mantap...",positive
"Kita rakyat endonesia bersedia membantu terciptanya IKN walau tanpa investor sekalipun, kami siap semua harga kebutuhan pokok naik agar apbn bisa membiayai IKN
MERDEKA!!!! NKRI HARGA MATI!!!!",positive
"Terimakasih pak, mereka, masyarakat setempat sejatinya adlh tempat persemaian, 'melting pot' dari tanah dan air yg disatukan dr penjuru negeri yg akan jd tempat tumbuhnya dari taman bunga Indonesia Baru. Adalah keniscayaan u mengikut sertakan mereka dlm mewujudkan IKN.",positive
Tak ada masalah pembangunan IKN dengan dana APBN,positive
Karena kita tdk bisa menyaingi prestasi Pak Jokowi.atau takut IKN jadi beban presiden kedepan.,positive
"IKN Nusantara akan membawa dampak baik bagi masyarakat Kalimantan

#IbukotaNegara
#IKN #SemangatNusantara",positive
"""tindak tegas yg menolak ikn jendral.. #TNItegaklurus",positive
"Semoga presiden yg akan datang merealisasikan IKN dengan profesional dan menguntungkan NKRI. 
Contohnya seperti JIS",positive
"Gak ngaruh, IKN tetap dibangun",positive
"Momentum di IKN kemarin membuat semua berkomentar, terlepas dari Baik / Buruk itu komentar, setidaknya Presiden 
@jokowi
 sudah berhasil membuat Tajuk Berita
'Semua Fokus sama IKN Nusantara', tapi ada yang malu ungkapkannya, ada yang dibalut dengan Nyinyiran.
Itulah Indonesia .",positive
"bkn masalah peka mas bro, coba aja loe banyangin milih yg akan menjadi ujung tombak pembangunan IKN dr entah brp kandidat. kriterianya pasti banyak dan sy yakin putra daerah msk jd indikatornya. kepala IKN skrg ini kebutuhan ""spec""nya rada beda dgn kepala daerah umumnya.",positive
Alhamdulillah biar banyak warga Kalimantan yg mengisi ASN di IKN,positive
Titik nol IKN mantap,positive
Menyelamatkan ikn....,positive
Dg rahmat allah swt insyaallah di mudah kan untul ikn,positive
Dukung ikn,positive
"IKN Nusantara akan jd ikon Teknologi Digital    
@kemkominfo
 @PlateJohnny",positive
menurutmu syirik? dia berdoa pake agama apa? islam kan. dia mengambil tanah bertujuan apa? hanya simbolisasi. dan tujuan agar masyarakat indonesia dari sabang-merauke merasakan kehadiran IKN itu. Semua Lo syirikin. sekalian aja ni dunia lu khalifahin ngab,positive
"Alhamdulillah, IKN segera terwujud

Kadrun semakin sakit",positive
"Pak anies itu sangat cerdas. 
Beliau tidak menolak undangan ikn. Dan beliau mungkin tlah berfikir matang.shingga beliau menerima undangan dan membawa tanah gusuran.",positive
"Sudah ada yg mengurus itu. Semua ahli akdemis dan praktisi sudah pemhatika. itu semua untuk IKN, kerusakn alam di buat seminimal mungkin. Dampak negatif pembangunan pasti ada, tinggal bagaimana caranya untuk mengatur itu semua",positive
"Baru cocok jd Calon doang! Jadi Presiden itu kagak boleh pesimis, kagak boleh mikir kebelakang. Harus moving forward! Selama pengganti Presidennya tepat, rakyat memilih & mendukungnya, Indonesia pasti Jaya & bisa memiliki IKN baru Nusantara!! Optimis 3x",positive
"Kendi adalah tempat air minum warisan leluhur. Tujuannya agar IKN bs memberikan ""minum"" air kehidupan bagi seluruh isi alam nusantara ini.",positive
Bawa dari Tanah Tinggi mustinya...agar IKN tinggi selalu harkat  martabat dan nilai jual nya,positive
"Tanah dan air ini akan diletakkan di IKN sebagai penanda bahwa di sana nantinya akan menjadi ibu kota negara, pusat bagi Indonesia. Upacara simbolis penggabungan tanah dan air ini akan dilakukan di titik 0 kilometer IKN senin esok.
#GubernurDIY #SriSultanHBX #Jokowi #IKN",positive
"Bismillah semangat pemindahan IKN 
#IbukotaNegara
#IKN
#SemangatNusantara",positive
Makanya IKN segera pindah..biar gak berisik..,positive
"mantap

#IbukotaNegara
#IKN #SemangatNusantara",positive
"Bodo amat pks mau nolak atau terima nga efek nga ada urusan!
Artinya pemindahan IKN sudah sesuai dan perlu segera di laksanakan...",positive
"Ya kalo dgn gw gk ada masalah, cuma kalo gw jd presiden gw akan kaji ulang utk melanjutkan ikn, masa smpai tni polri pun bahas yg bgituan?",positive
"IKN daerahnya masih kosong Bun....
Apalagi kepala suku dan adat setempat sudah komitmen untuk mendukung pembangunan IKN, terus apanya yg di khawatirkan.",positive
"Eh entar kalo IKN udah selesai dibangun bakal ada direct flight ke Jogja kan ya? IKN--palu kan tinggal naik Ferry aja -kalo ada- trus langsung pesawat ke Jogja, ga perlu transit ke Jakarta",positive
Seru ya... Semoga IKN lancar,positive
"Jgn dibayangin kayak jakarta...
Itu ikn hanya ibukota pemerintahan, jd jonon ktnya ntah kapan hanya gedung2 pemerintahan...
Klo jakarta itu kota bisnis jd tetap ramei",positive
"Presiden terbaik dalam sejarah Indonesia.

Bismillah Kepala dinas pertamanan IKN",positive
"Assalamualaikum warahmatullahi wabarakatuh YTH: Bapak Presiden RI 
@jokowi
 saya berpandangan ada 3 tokoh yg terbaik utk kepala otorita 
@ikn_id
 Nusantara urutannya adalah 
@Rhenald_Kasali
 yg visioner dan 
@bsantono
 yg pakar serta 
@basuki_btp
  yg berani, ketiganya Pemimpin Jempol",positive
Jelas yee kenapa IKN dipindahkan,positive
"Begimane udah pade paham belom, aye jelasin lagi yak'.. jadi Pembangunan IKN ntuh kaga semua di ambil dari APBN.

Nich Yee :

1• 20 persen Anggaran Pendapatan dan Belanja Negara (APBN) untuk membangun Kawasan Inti Pusat Pemerintahan (KIPP) di Otorita Ibu Kota Nusantara atau IKN.",positive
"Sehat terus pak, Smg Tuhan berikan kemudahan & kelancaran pembangunan IKN",positive
"Apa hubungannya IKN dgn nasib. Kalimantan itu Indonesia kan. Apa yg salah jk ibu kota di Kalimantan? 50 tahun kemudian ibu kota pindah lagi ke Sumatra, selanjutnya ke Papua. Ada yang salah?",positive
"Oooo gitu ya kak,. soalnya penasaran juga sama daerah di sana, kalau melihat disainnya IKN kan kayanya besar, dan konsepnya kan bakalan banyak hutan, thx infonya ya kak",positive
"Mantap Bapak Presiden RI& staf! Semoga lancar, sukses, sehat dan berkah selalu dalam menjalankan semua tugas dan aktivitas. #IKN #Jokowi  #IndonesiaTangguh #IndonesiaHebat",positive
"Kalo anggota DPR pindah ke IKN Nusantara, khusus anggota DPR dari fraksi PKS gak boleh ikut.
Kita minta sodara² kita dari suku Dayak menjaga agar jangan ada anggota DPR dari PKS datang ke IKN.",positive
"Nah, untuk membantu kelancaran kerja dari Otorita IKN sendiri, saat ini Rencana Perpres Badan Otorita sedang dalam proses perampungan, dan diperkirakan akan rampung pada bulan April 2022.

#IKN #Nusantara #KSP",positive
Kunjungan ke IKN djadikan sarana safari gratis u manyapa masyarakat setempat,positive
"Semoga Lancar Berkah
#IKN",positive
Ya IKN lah.,positive
"dan oleh karenanya, sistem pertahanan dan keamanan di IKN didesain untuk mencegah, menangkal, menyangkal, dan menghancurkan ancaman pertahanan dan gangguan keamanan baik melalui wahana darat, laut, udara dan siber,” ujar Menteri.
@Suharso_M
 
@Jiwamudaindo",positive
"IKN harus didukung pemindahannya gaes, krn alasannya sdh tepat dan jelas",positive
"Pak Bas ya Kak ? , bapak infrastruktur idolaku. Kebayang IKN bakalan keren sih kalo Pak Bas yg in charge. No mangkrak mangkrak..",positive
"Indonesia Tetap akan Mandiri dan Berdikari Paman 
@sherpa701
, 
Buktinya kemarin Seluruh Gubernur Berhasil 'Menyatukan Tanah & Air' di Titik Nol IKN Nusantara.
Indonesia akan terus bergerak ke arah Kemajuan, selama kita Bersatu & Pegang Teguh Bhineka Tunggal Ika dalam Bingkai NKRI.",positive
"Jgn terlalu pesimis.
Proyek kecil aja punya tantangan apalg proyek brskala raksasa.
Gua yakin Indonesia berada pd jalur yg benar menuju Indonesia maju melalui IKN.
Tunggu sj kbr dr pihak pemerintah kita atas sikap SoftBank itu.",positive
"Upacara simbolis di titik Nol IBU KOTA NUSANTARA ,  bisa menjadikan INDONESIA MAJU dan KUAT  . Apalagi jika oposisi, barisan iri dan sakit hati legowo dan ikut mendukung dengan doa dan kerja nyata agar IKN yang TERINDAH di DUNIA terwujud dengan lancar dan sempurna. Amin Ya Rabb.",positive
"semoga allah swt selalu melindungimu, presidenku...",positive
"Pembangunan IKN ini adalah peristiwa bersejarah bagi Indonesia.

Kang Emil BersamaJuara",positive
"Bendungan berkapasitas tampung 10,6 juta m3 ini akan menyediakan air baku sebesar 2.500 liter/detik dan mampu mereduksi banjir sebesar 55% bagi IKN Nusantara dan Balikpapan.",positive
"Pak Jokowi kemah di IKN, para gubernur bawa air dan tanah dr masing2 wilayah. Pak Luhut gerilya cari investor. 

Semua menunjukkan proyek IKN tdk main2. Semoga sukses. Krn kalo gak sukses, bakal makin koktroversial. Dan jd proyek yg akan jd beban politik presiden pasca-menjabat.",positive
Healing di IKN yang sejuuk,positive
"Oposisi ya oposisi perankan sebagai sebuah oposisi, bukan fitnah sana sini pake ikn nanti isinya orang cina semua....lah ini kan provokatif bukan oposisi. Tolong bedakan oposisi dan provokator mas.",positive
Positif aja .. melestarikan kearifan lokal. Siapa tahu dengan begitu investor dari 7 arah mata angin datang mendukung pendanaan IKN.,positive
"Memasukan tanah dan air dari 34 propinsi kedalam kendi adalah simbolik untuk persatuan Indonesia di IKN, bukan ritual mistis atau klenik.",positive
"Itu TNI/POLRI group, entah official atau kumpulan pejabat. Terbukti ada kalangan petinggi yg bocorin ke Presiden klo isinya ada pro kontra kebijakan IKN ya tolol aja dong. Aparat ga bisa terima mandat mending jd sipil aja.",positive
"“Walau banyak kritik, nyatanya dukungan masyarakat terhadap IKN Nusantara sangat tinggi saat itu. Hal ini dikarenakan masyarakat mendukung IKN Nusantara dalam rangka pemerataan pembangunan,” terang LaNyalla.",positive
Ia lah bang...klw memang niat gak mau yg ngotot lah meskinya..blunder hal yg gak ada kaitannya sebenarnya yg di bilang pak edy sama mempertahankan...di medsos juga kalian diem aja..justru kepala suku semua dikumpulkan dan dibilang setuju ikn nya tanpa ada bantahan sedikit pun,positive
IKN solusi terbaik,positive
"Mantaaaaaf, biar anjing menggonggong kafilah tetap bangun IKN, tuh yg ngarep ngebet ingin jadi warga kehormatan Dayak hrs ikut dukung dong",positive
"Jadi gimana menurut mba Sebagai org kaltim tentang pembangunan IKN ditanahnya mba.
Krna sy yg di sulteng sangat senang, ibu kota bisa benar2 di tengah INDONESIA.
Sy cukup lama rasakan yg namanya Sentralisasi pembangunan bangsa yg hnya terpusat dijawa.",positive
"Kalau kita mau saja meluangkan waktu membaca buku sejarah, kenapa IKN di Kaltim karena dari Kaltimlah bermulah terbentuk tata pemerintah di Bumi nusantara yaitu berdirinya Kerajaan Kutai Kertanegara, jd kalai IKN di Kaltim sudah tepat sekali.
 M E R D E K A",positive
IKN buat Indonesia lebih baik dan maju,positive
Wah keren nih...Jawa Timur menyumbangkan spirit kejayaan Nusantara yg ada di wilayahnya...semoga dgn disatukannya spirit dan semangat dr provinsi lain IKN akan menjadi pusat pemerintahan yg maju,positive
"Mantappp pak Presiden
Kami harap pindah ke IKN nya As Soon As Possible",positive
"Saya yang biayai
Saat jokowi jadi presiden
Maka
IKN
juga saya biayai

Terus mau protes
Silakan
Duit, duit saya sendiri
Bukan duit negara",positive
"Kalau masih wacana gmana gugatnya mas.
Kalau anggota DPR teriak2 menolak IKN, padahal IKN telah menjadi Undang-undang artinya sbg lembaga DPR telah menyetujui IKN, apakah orang tersebut bisa dimintakan penetapan pemberhentiannya kepengadilan, karena melawan UU?",positive
"Alhamdulillaah,

#DemiIKNRakyatDiabaikan
#IKN_IkatanKlenikNusantara",positive
dukungan terhadap IKN,positive
Mudah2an yg terpilih jd kepala otoritas IKN adalah betul betul orang yg kompoten di bidangnya dan punya semangat untuk memajukan bangsa indonesia,positive
Alhamdulillah....banyak lowongan untuk PNS yg mau ke IKN.,positive
Semoga ntar pindah IKN dikasih insentip  misal 5jt perbulan buat yg mau pindah .,positive
Banyak dukungan nih IKN,positive
IKN Nusantara,positive
"Semoga IKN membawa perubahan pada Indonesia #IbukotaNegara
#SemangatNusantara",positive
"Kang Emil mengatakan Bambang Sutantono adalah sosok yg pas untuk memimpin IKN.
BersamaJuara",positive
"Rapi bener bahasa nya, halus menyampaikan rasa kepingin, lebih lama di IKN kelak.",positive
Halah tai anjinh kalian semua...gak setuju ikn..nyinyir aja ...coba yg bawa kendi itu si amies pasti mulut kalian puji²...tapi GPP lah..nikmati aja sakit hati ini....nikmatin aja kenyataan gerombolan kalian tidak akan pernah memimpin negeri ini...pindah ke Yaman aja,positive
sukses pembangunan IKN,positive
Semangat wujudkan IKN Nusantara sbg sejarah baru,positive
Yg penting itu menyejehterakan warga IKN ban...,positive
"Kalbar bukan Kaltim , dari kaltim ke kalbar harus naik pesawat, ga bisa naik gojek ato microlet .
Sementara IKN letaknya di Paser KalTim, propinsi yang kaya dengan Batubara , sawit & Minyak.
 Beda dengan kalbar, bos",positive
Pembangunan IKN harus kita dukung penuh untuk kemajuan Indonesia,positive
"IKN baru

no demo...",positive
"Semoga IKN sukses dan segera selseai sesuai jadwal, Biar Para nyinyirun tambah dower mulutnya.",positive
"Setuju, TNI/Polri tidak boleh berdemokrasi dan berpolitik dalam IKN misalnya. Harus vertikal. 
@jokowi
@Puspen_TNI
 
@DivHumas_Polri",positive
"Suatu waktu:
IKN dibangun dengan konsep ""Smart City""",positive
"smg pak anies dkk yg bertaqwa baca istiqfar n sholawat nabi dr keluar rumah sampe ikn pp, biar bliow slamat dunya wal akherat mbak, aamiin",positive
"Kan katanya banyak pegawai negeri pusat yg nda mau pindah ke IKN baru, jd ya mending pakai pegawai negeri lokal saja. SDMnya bisa di adu koq.",positive
Semoga saja proses pembangunan IKN Nusantara berjalan lancar,positive
ya itung2 jadi warga pertama di IKN Baru yg membuka peradaban metropolitan,positive
"Lanjut pak. Memang rakyat puas pak kinerja pemerintah ok banget. Minyak murah, solar gampang, IKN masa depan, pokoknya oke oke oke..",positive
"Wajar saja itu

Sby aja mau ke lokasi bencana 7 hari sebelumnya sudah clear area.
Apalagi ini rembug untuk buffer zone IKN dan menjaga kondisi dan menyerap permohonan daerah sekitar.

Beliau bukan presiden kaleng kaleng, dibuktikan bukan cuma ditampung.",positive
"Alhamdulillah
Akhirnya NKRI memiliki IKN baru terwujud
""Selamat datang NUSANTARA""",positive
"Senada, Kapolda Kalimantan Timur Irjen Pol. Imam Sugianto menyebut bahwa pihaknya siap mendukung dan mengamankan jalannya rangkaian kegiatan.

Kasetpres menambahkan bahwa kegiatan Presiden di IKN dapat diikuti oleh masyarakat Indonesia melalui tayangan dari Sekretariat Presiden.",positive
Pecat kalau ada anggota TNI Polri bicara macam2 tentang IKN,positive
"Insya Allah,

#DemiIKNRakyatDiabaikan
#IKN_IkatanKlenikNusantara",positive
Sampai ikn jadi,positive
Iya.. semoga IKN ga kayak gitu..,positive
"Pertama, tentang Pemindahan dan Pembangunan IKN yang menjadi kebijakan negara dan sudah ditetapkan menjadi UU No. 3 Tahun 2022 tentang Ibu Kota Negara (IKN) dengan nama Ibu Kota Nusantara.
@Suharso_M
  @Jiwamudaindo",positive
"IKN itu baik dan keren,yg jdi kepala dn wakil nya terserah siapa ngapain kita pusing..mau di belakang nya sinar mas,sinar perak,9 Naga,7 Naga ..gak ada urusan yg penting mampu dan berani bertanggung jawab kalo hasil nya gak bagus Bos bro",positive
"Oktober presiden jkw sdh akhiri masa jabatannya.
Semoga IKN nusantara tetap berjalan sesuai rencana dan kebutuhan negara utk punya ibukota negara yg representatif, bagus dan dibanggakan.",positive
"Wacana pemindahan IKN keluar dr Jakarta itu sdh ad sejak era orde lama - orde baru, & d era reformasi inilah wacana itu d eksekusi.",positive
"1)Bukan usulan Presiden Jokowi !!
2)IKN menuju peradaban baru !!!
3)Seberapa sih beratnya ?!!!
4)Pelan2 berkurang kan ... !!!
Semua pendukung Jokowi semakin sehat, kuat, solid, terpadu .....
Sdh tak ada lagi ???",positive
"Lanjoooot, biar anjing menggonggong sampek kejang2, kafilah tetep bangun IKN",positive
Semoga masyarakat bisa ikut bermukim dan buka usaha juga di IKN. Aamiin.,positive
"Tinggal di ikn lah....
IKN itu indonesia.
Pak Jokowi sdh mengindonesiakan penajam dgn mengumpulkan kendi dr seluruh negri.
Jika suku “ASLI” di tak bolehkan menetap di sana berarti IKN itu bukan indonesia..",positive
IKN akan maju pesat,positive
Saya kira pemindahan IKN sudah tepat dan saya kira yang menolak itu hanya cari cari alasan. Dan yang menolak itu hanya orang yang memang tidak suka IKN di Kalimantan dan orang orang itu selalu menolak kebijakan Presiden.,positive
Please buat IKN dong......plissss,positive
"LRT, MRT, kalau bukan Jokowi- Ahok yg memutuskan mungkin sampai hari ini cuma angan-angan. begitu pula IKN kalau bukan Jokowi yg membuat kebijakan mungkin sampai kiamat cuma angan-angan pingin pindah ibukota. seperti halnya Freeport, blok rokan dsb...",positive
"Bukti nyata diijinkan Tuhan bagi pembangunan IKN Nusantara dgn bersahabatnya cuaca atas kehadiran Pak 
@jokowi
&rombongan disana",positive
IKN baru keren banget nih Amazing,positive
"Untuk menjadikan Indonesia Maju dan Bermartabat ..kmi dukung IKN NUSANTARA 
Semangat dan sehat selalu untuk Bpk Presiden 
@jokowi
 
Salam NKRI",positive
